time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
5000,2023-05-24 09:08:07,37.1814904904621,128.192822812085,4.265092,,,1288.1547633338,4.593176,0,0.46525920124,1.88621397112,15,5,16.788,1288.1547633338,4.265092,0.447388,0.46525920124,0,0,-1.11847,94.8, 0.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,94.2,0.4,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1288.1547633338,4.265092,14,Waypoint,
5100,2023-05-24 09:08:08,37.1814905499536,128.192822808737,4.593176,,,1288.4828473338,4.593176,0,0.4836450286,1.9079396936,15,5,16.788,1288.4828473338,4.593176,0.447388,0.4836450286,0,0,-1.342164,94.7, 0, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,94.2,0.4,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1288.4828473338,4.593176,14,Waypoint,
5200,2023-05-24 09:08:08,37.181490290614,128.192822711976,4.92126,,,1288.8109313338,4.92126,0,0.38780513052,2.00665032668,15,5,16.788,1288.8109313338,4.92126,0.447388,0.4836450286,0,0,-2.013246,94.7, -0.3, 0.9,0,0,1024,1024,1024,1024,0,0,0,0,94.2,0.4,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1288.8109313338,4.92126,14,Waypoint,
5300,2023-05-24 09:08:08,37.1814903140308,128.192822713743,5.249344,,,1289.1390153338,5.249344,0,0.39534122,2.01521003824,15,5,16.788,1289.1390153338,5.249344,0.447388,0.4836450286,0,0,-2.684328,94.8, -0.2, 1,0,0,1024,1024,1024,1024,0,0,0,0,94.2,0.4,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1289.1390153338,5.249344,14,Waypoint,
5400,2023-05-24 09:08:08,37.1814905642518,128.192822772878,5.577428,,,1289.4670993338,5.905512,0,0.48330710208,2.10810702284,15,5,16.788,1289.4670993338,5.577428,0.447388,0.4836450286,0,0,-3.35541,94.9, 0.1, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,94.2,0.2,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1289.4670993338,5.577428,14,Waypoint,
5500,2023-05-24 09:08:08,37.1814905911256,128.192822795592,6.233596,,,1290.1232673338,6.56168,0,0.49505579012,2.11992788936,15,5,16.788,1290.1232673338,6.233596,0.447388,0.49505579012,0,0,-4.250186,95.1, 0.4, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,94.2,-0.4,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1290.1232673338,6.233596,14,Waypoint,
5600,2023-05-24 09:08:08,37.1814906018142,128.19282282891,6.889764,,,1290.7794353338,7.217848,0,0.50305775888,2.13037080308,15,5,16.788,1290.7794353338,6.889764,0.447388,0.50305775888,0,0,-4.921268,95, 0.5, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-1.4,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1290.7794353338,6.889764,14,Waypoint,
5700,2023-05-24 09:08:08,37.1814905884375,128.192822829392,7.545932,,,1291.4356033338,7.874016,0,0.49883859864,2.135252693,15,5,16.788,1291.4356033338,7.545932,0.447388,0.50305775888,0,0,-5.816044,95, 0.5, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-2.5,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1291.4356033338,7.545932,14,Waypoint,
5800,2023-05-24 09:08:08,37.1814904302573,128.192822788899,8.530184,,,1292.4198553338,8.858268,0,0.44292652336,2.19415361352,15,5,16.788,1292.4198553338,8.530184,0.447388,0.50305775888,0,0,-6.487126,95, 0.6, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-4.1,0,96,4.207,4.199,4.196,4.186,0,0,0,32,1292.4198553338,8.530184,14,Waypoint,
5900,2023-05-24 09:08:08,37.181490396909,128.192822765775,9.514436,,,1293.4041073338,9.84252,0,0.4290354468,2.20805125176,15,5,16.583,1293.4041073338,9.514436,0.447388,0.50305775888,0,0,-6.934514,94.9, 0.9, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-6.3,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1293.4041073338,9.514436,14,Waypoint,
6000,2023-05-24 09:08:08,37.1814906693695,128.192822833087,10.498688,,,1294.3883593338,10.826772,0,0.5254101218,2.3093668718,15,5,16.583,1294.3883593338,10.498688,0.447388,0.5254101218,0,0,-7.158208,95, 0.9, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-9,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1294.3883593338,10.498688,14,Waypoint,
6100,2023-05-24 09:08:08,37.1814906878035,128.192822787582,11.811024,,,1295.7006953338,11.811024,0,0.5255249512,2.32420611112,15,5,16.583,1295.7006953338,11.811024,0.447388,0.5255249512,0,0,-7.158208,95, 0.5, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-12,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1295.7006953338,11.811024,14,Waypoint,
6200,2023-05-24 09:08:09,37.1814910419453,128.192822400918,12.795276,,,1296.6849473338,12.795276,0,0.61372377292,2.49545939744,15,5,16.583,1296.6849473338,12.795276,0.447388,0.61372377292,0,0,-7.158208,94.9, -0.2, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-15,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1296.6849473338,12.795276,14,Waypoint,
6300,2023-05-24 09:08:09,37.181491097678,128.192822321137,13.779528,,,1297.6691993338,13.779528,0,0.62989175244,2.52630257428,14,5,16.583,1297.6691993338,13.779528,0.447388,0.62989175244,0,0,-7.158208,94.9, -0.5, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-18,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1297.6691993338,13.779528,14,Waypoint,
6400,2023-05-24 09:08:09,37.1814912373625,128.192821908089,14.76378,,,1298.6534513338,14.76378,0,0.67463584836,2.65673893016,14,5,16.583,1298.6534513338,14.76378,0.447388,0.67463584836,0,0,-7.158208,95, -0.8, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-21.1,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1298.6534513338,14.76378,14,Waypoint,
6500,2023-05-24 09:08:09,37.1814912790326,128.192821813993,16.076116,,,1299.9657873338,15.748032,0,0.69146655756,2.68803158208,14,5,16.583,1299.9657873338,16.076116,0.447388,0.69146655756,0,0,-7.158208,94.9, -0.6, 1.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-24.1,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1299.9657873338,16.076116,14,Waypoint,
6600,2023-05-24 09:08:09,37.181491298983,128.192821250385,17.060368,,,1300.9500393338,16.732284,0,0.73015422284,2.85202765032,14,5,16.583,1300.9500393338,17.060368,0.447388,0.73015422284,0,0,-6.934514,94.8, -1, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-27.1,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1300.9500393338,17.060368,14,Waypoint,
6700,2023-05-24 09:08:09,37.1814913277109,128.192821144087,18.04462,,,1301.9342913338,17.388452,0,0.74988191376,2.88465560412,14,5,16.583,1301.9342913338,18.04462,0.447388,0.74988191376,0,0,-6.934514,94.9, -1.1, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-30.2,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1301.9342913338,18.04462,14,Waypoint,
6800,2023-05-24 09:08:09,37.1814914870007,128.192821519911,19.028872,,,1302.9185433338,18.372704,0,0.77795934248,3.0083990464,14,5,16.583,1302.9185433338,19.028872,0.447388,0.77795934248,0,0,-6.71082,94.8, -0.8, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-33.2,0,96,4.164,4.148,4.143,4.128,0,0,0,32,1302.9185433338,19.028872,14,Waypoint,
6900,2023-05-24 09:08:09,37.1814915242674,128.192821487207,20.013124,,,1303.9027953338,19.356956,0,0.79308073404,3.02498697344,14,5,16.673,1303.9027953338,20.013124,0.447388,0.79308073404,0,0,-6.71082,94.9, -0.8, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-36.2,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1303.9027953338,20.013124,14,Waypoint,
7000,2023-05-24 09:08:09,37.1814915525645,128.192821922625,20.997376,,,1304.8870473338,20.341208,0,0.78941603576,3.15197844732,14,5,16.673,1304.8870473338,20.997376,0.447388,0.79308073404,0,0,-6.71082,94.9, -0.4, 2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-39.2,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1304.8870473338,20.997376,14,Waypoint,
7100,2023-05-24 09:08:09,37.1814915717243,128.192821948661,21.981628,,,1305.8712993338,21.32546,0,0.79621393624,3.16228028492,14,5,16.673,1305.8712993338,21.981628,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-42.2,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1305.8712993338,21.981628,14,Waypoint,
7200,2023-05-24 09:08:10,37.1814914572751,128.192822219639,22.96588,,,1306.8555513338,22.637796,0,0.75690291136,3.25143383108,14,5,16.673,1306.8555513338,22.96588,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.1, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-45.3,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1306.8555513338,22.96588,14,Waypoint,
7300,2023-05-24 09:08:10,37.1814913855285,128.192822349517,23.950132,,,1307.8398033338,23.622048,0,0.73502627024,3.2973754336,15,5,16.673,1307.8398033338,23.950132,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.3, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-48.3,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1307.8398033338,23.950132,14,Waypoint,
7400,2023-05-24 09:08:10,37.1814913678114,128.192822394737,24.934384,,,1308.8240553338,24.6063,0,0.73055448532,3.31200798,15,5,16.673,1308.8240553338,24.934384,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.3, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-51.3,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1308.8240553338,24.934384,14,Waypoint,
7500,2023-05-24 09:08:10,37.1814913429245,128.192822435913,25.918636,,,1309.8083073338,25.262468,0,0.72356629612,3.3270342272,15,5,16.673,1309.8083073338,25.918636,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-54.3,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1309.8083073338,25.918636,14,Waypoint,
7600,2023-05-24 09:08:10,37.1814913050618,128.192822612385,26.902888,,,1310.7925593338,26.24672,0,0.72081367136,3.3801838352,15,5,16.673,1310.7925593338,26.902888,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-57.4,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1310.7925593338,26.902888,14,Waypoint,
7700,2023-05-24 09:08:10,37.1814912673822,128.192822656405,27.88714,,,1311.7768113338,27.230972,0,0.71080382852,3.39895024,15,5,16.673,1311.7768113338,27.88714,0.447388,0.79621393624,0,0,-6.71082,94.8, -0.3, 1.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-60.4,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1311.7768113338,27.88714,14,Waypoint,
7800,2023-05-24 09:08:10,37.1814912723212,128.192822658672,28.871392,,,1312.7610633338,29.855644,0,0.71271655824,3.4008859356,15,5,16.673,1312.7610633338,28.871392,0.447388,0.79621393624,0,0,-6.71082,94.8, -0.3, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-63.4,0,96,4.178,4.168,4.168,4.159,0,0,0,32,1312.7610633338,28.871392,14,Waypoint,
7900,2023-05-24 09:08:10,37.1814912280896,128.192822685676,29.855644,,,1313.7453153338,30.839896,0,0.69936353944,3.4188321304,15,5,16.68,1313.7453153338,29.855644,0.447388,0.79621393624,0,0,-6.71082,94.8, -0.4, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-66.5,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1313.7453153338,29.855644,14,Waypoint,
8000,2023-05-24 09:08:10,37.1814910959401,128.192822713407,30.839896,,,1314.7295673338,32.152232,0,0.65576117584,3.467683838,15,5,16.68,1314.7295673338,30.839896,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.6, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-69.5,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1314.7295673338,30.839896,14,Waypoint,
8100,2023-05-24 09:08:11,37.1814910466977,128.192822741149,31.824148,,,1315.7138193338,33.136484,0,0.64138125412,3.4874016864,15,5,16.68,1315.7138193338,31.824148,0.447388,0.79621393624,0,0,-6.71082,94.8, -0.5, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-72.5,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1315.7138193338,31.824148,14,Waypoint,
8200,2023-05-24 09:08:11,37.1814909526642,128.192822810039,33.136484,,,1317.0261553338,34.120736,0.223694,0.6164862402,3.5271326588,15,5,16.68,1317.0261553338,33.136484,0.447388,0.79621393624,-0.223694,0,-6.71082,94.9, 0, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-75.5,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1317.0261553338,33.136484,14,Waypoint,
8300,2023-05-24 09:08:11,37.1814908907432,128.192822836567,34.120736,,,1318.0104073338,35.104988,0.223694,0.59873033412,3.5509843656,15,5,16.68,1318.0104073338,34.120736,0.447388,0.79621393624,-0.223694,0,-6.71082,94.7, 0.2, 0.6,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-78.6,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1318.0104073338,34.120736,14,Waypoint,
8400,2023-05-24 09:08:11,37.1814908384374,128.192823070008,35.104988,,,1318.9946593338,35.761156,0.223694,0.61270015084,3.6214896172,15,5,16.68,1318.9946593338,35.104988,0.447388,0.79621393624,-0.223694,0,-6.71082,94.7, 0.3, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-81.6,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1318.9946593338,35.104988,14,Waypoint,
8500,2023-05-24 09:08:11,37.1814907903406,128.192823075556,36.08924,,,1319.9789113338,36.745408,0.223694,0.59846786692,3.639107728,15,5,16.68,1319.9789113338,36.08924,0.447388,0.79621393624,-0.223694,0,-6.71082,94.8, 0, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-84.6,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1319.9789113338,36.08924,14,Waypoint,
8600,2023-05-24 09:08:11,37.1814907701358,128.192822906733,37.073492,,,1320.9631633338,37.72966,0.223694,0.56790028064,3.6887140288,15,5,16.68,1320.9631633338,37.073492,0.447388,0.79621393624,-0.223694,0,-6.71082,94.9, -0.3, -0.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-87.6,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1320.9631633338,37.073492,14,Waypoint,
8700,2023-05-24 09:08:11,37.181490758134,128.192822862486,38.057744,,,1321.9474153338,38.713912,0.223694,0.558152905,3.7022967064,15,5,16.68,1321.9474153338,38.057744,0.447388,0.79621393624,-0.223694,0,-6.71082,94.9, -0.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1321.9474153338,38.057744,14,Waypoint,
8800,2023-05-24 09:08:11,37.1814906142856,128.192822884225,39.041996,,,1322.9316673338,39.698164,0,0.5148622212,3.7551838472,15,5,16.68,1322.9316673338,39.041996,0.447388,0.79621393624,0,0,-6.71082,94.9, -0.7, -0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.181,4.171,4.169,4.159,0,0,0,32,1322.9316673338,39.041996,14,Waypoint,
8900,2023-05-24 09:08:11,37.1814906178472,128.192822839306,40.026248,,,1323.9159193338,40.682416,0,0.50963912392,3.7683072072,15,5,16.667,1323.9159193338,40.026248,0.447388,0.79621393624,0,0,-6.71082,95, -0.9, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1323.9159193338,40.026248,14,Waypoint,
9000,2023-05-24 09:08:11,37.1814906429551,128.192822811549,41.0105,,,1324.9001713338,41.666668,0,0.51397311356,3.780511932,15,5,16.667,1324.9001713338,41.0105,0.447388,0.79621393624,0,0,-6.71082,94.9, -1, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1324.9001713338,41.0105,14,Waypoint,
9100,2023-05-24 09:08:11,37.1814906731043,128.192822778095,41.994752,,,1325.8844233338,42.65092,0,0.51949476728,3.7951772868,15,5,16.667,1325.8844233338,41.994752,0.447388,0.79621393624,0,0,-6.487126,94.9, -1, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1325.8844233338,41.994752,14,Waypoint,
9200,2023-05-24 09:08:12,37.1814906191242,128.192822706116,42.979004,,,1326.8686753338,43.635172,0,0.49278872968,3.8239174452,15,5,16.667,1326.8686753338,42.979004,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.8, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1326.8686753338,42.979004,14,Waypoint,
9300,2023-05-24 09:08:12,37.181490645781,128.192822684469,43.963256,,,1327.8529273338,44.619424,0,0.49912731256,3.8354988104,15,5,16.667,1327.8529273338,43.963256,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.4, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1327.8529273338,43.963256,14,Waypoint,
9400,2023-05-24 09:08:12,37.1814906696411,128.192822481017,44.947508,,,1328.8371793338,45.603676,0,0.4871063148,3.8952757152,15,5,16.667,1328.8371793338,44.947508,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.5, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1328.8371793338,44.947508,14,Waypoint,
9500,2023-05-24 09:08:12,37.1814906896861,128.192822434437,45.93176,,,1329.8214313338,46.587928,0,0.49049214168,3.9106628548,16,5,16.667,1329.8214313338,45.93176,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.8, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1329.8214313338,45.93176,14,Waypoint,
9600,2023-05-24 09:08:12,37.1814906401678,128.192822222032,46.916012,,,1330.8056833338,47.57218,0,0.46057088088,3.9750001272,16,5,16.667,1330.8056833338,46.916012,0.447388,0.79621393624,0,0,-6.487126,94.9, -1.1, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1330.8056833338,46.916012,14,Waypoint,
9700,2023-05-24 09:08:12,37.1814906629322,128.192822173471,47.900264,,,1331.7899353338,48.556432,0,0.46709647164,3.9913715188,16,5,16.667,1331.7899353338,47.900264,0.447388,0.79621393624,0,0,-6.487126,94.8, -1.1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1331.7899353338,47.900264,14,Waypoint,
9800,2023-05-24 09:08:12,37.1814907878024,128.192822144573,48.884516,,,1332.7741873338,49.540684,0,0.5116798064,4.0376969796,16,5,16.667,1332.7741873338,48.884516,0.447388,0.79621393624,0,0,-6.487126,94.8, -1.1, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.179,4.167,4.166,4.155,0,0,0,32,1332.7741873338,48.884516,14,Waypoint,
9900,2023-05-24 09:08:12,37.1814908258866,128.192822125686,49.868768,,,1333.7584393338,50.524936,0,0.52513453124,4.05265761,17,5,16.641,1333.7584393338,49.868768,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1333.7584393338,49.868768,14,Waypoint,
10000,2023-05-24 09:08:12,37.1814907894887,128.192821980953,50.85302,,,1334.7426913338,51.509188,0,0.51069883524,4.0967520996,17,5,16.641,1334.7426913338,50.85302,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.9, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1334.7426913338,50.85302,14,Waypoint,
10100,2023-05-24 09:08:12,37.1814908097617,128.192821976105,51.837272,,,1335.7269433338,52.49344,0,0.51811353364,4.1042980316,17,5,16.641,1335.7269433338,51.837272,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.8, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1335.7269433338,51.837272,14,Waypoint,
10200,2023-05-24 09:08:13,37.181490738707,128.19282200234,52.821524,,,1336.7111953338,53.477692,0,0.49212928084,4.1313321532,17,5,16.641,1336.7111953338,52.821524,0.447388,0.79621393624,0,0,-6.487126,94.9, -0.6, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1336.7111953338,52.821524,14,Waypoint,
10300,2023-05-24 09:08:13,37.181490744293,128.192822030386,53.805776,,,1337.6954473338,54.461944,0,0.4942257376,4.1397311036,17,5,16.641,1337.6954473338,53.805776,0.447388,0.79621393624,0,0,-6.487126,94.8, -0.4, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1337.6954473338,53.805776,14,Waypoint,
10400,2023-05-24 09:08:13,37.181490826376,128.192822161578,54.790028,,,1338.6796993338,55.446196,0,0.52611878324,4.1882219188,17,5,16.641,1338.6796993338,54.790028,0.447388,0.79621393624,0,0,-6.71082,94.7, 0, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1338.6796993338,54.790028,14,Waypoint,
10500,2023-05-24 09:08:13,37.1814908184497,128.192822214436,55.77428,,,1339.6639513338,56.430448,0,0.52480972808,4.2038387172,17,5,16.641,1339.6639513338,55.77428,0.447388,0.79621393624,0,0,-6.71082,94.7, 0.2, 0.3,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1339.6639513338,55.77428,14,Waypoint,
10600,2023-05-24 09:08:13,37.1814908961371,128.19282208954,56.758532,,,1340.6482033338,57.4147,0,0.5501312512,4.2499017108,17,5,16.641,1340.6482033338,56.758532,0.447388,0.79621393624,0,0,-6.71082,94.8, 0, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,96,4.173,4.161,4.159,4.148,0,0,0,32,1340.6482033338,56.758532,14,Waypoint,
10700,2023-05-24 09:08:13,37.1814908828204,128.192822139815,57.742784,,,1341.6324553338,58.398952,0,0.54614174976,4.2653216588,17,5,16.641,1341.6324553338,57.742784,0.447388,0.79621393624,0,0,-6.71082,94.7, 0.2, 0.1,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,95,4.173,4.161,4.159,4.148,0,0,0,32,1341.6324553338,57.742784,14,Waypoint,
10800,2023-05-24 09:08:13,37.1814909647619,128.192822291104,58.727036,,,1342.6167073338,59.383204,0,0.58064634404,4.3184712668,17,5,16.641,1342.6167073338,58.727036,0.447388,0.79621393624,0,0,-6.71082,94.7, 0.7, 0.5,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,95,4.173,4.161,4.159,4.148,0,0,0,32,1342.6167073338,58.727036,14,Waypoint,
10900,2023-05-24 09:08:13,37.1814909434868,128.192822356948,59.711288,,,1343.6009593338,60.367456,0,0.5760662914,4.3391405588,17,5,16.581,1343.6009593338,59.711288,0.447388,0.79621393624,0,0,-6.71082,94.8, 1, 0.2,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,95,4.157,4.146,4.145,4.133,0,0,0,32,1343.6009593338,59.711288,14,Waypoint,
11000,2023-05-24 09:08:13,37.1814910506333,128.192822270272,60.69554,,,1344.5852113338,61.023624,0,0.61086944212,4.3856300616,17,5,16.581,1344.5852113338,60.69554,0.447388,0.79621393624,0,0,-6.71082,94.8, 0.7, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,95,4.157,4.146,4.145,4.133,0,0,0,32,1344.5852113338,60.69554,14,Waypoint,
11100,2023-05-24 09:08:13,37.1814910222108,128.192822301548,61.679792,,,1345.5694633338,62.007876,0,0.60182416624,4.399442398,17,5,16.581,1345.5694633338,61.679792,0.447388,0.79621393624,0,0,-6.71082,94.7, 0.6, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,95,4.157,4.146,4.145,4.133,0,0,0,32,1345.5694633338,61.679792,14,Waypoint,
11200,2023-05-24 09:08:14,37.1814909762816,128.192822333357,62.664044,,,1346.5537153338,62.992128,0,0.58668637048,4.4185696952,17,5,16.581,1346.5537153338,62.664044,0.447388,0.79621393624,0,0,-6.71082,94.8, 0.5, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,95,4.157,4.146,4.145,4.133,0,0,0,32,1346.5537153338,62.664044,14,Waypoint,
11300,2023-05-24 09:08:14,37.1814909360918,128.192822366762,63.648296,,,1347.5379673338,63.97638,0,0.57393046456,4.4361549976,17,5,16.581,1347.5379673338,63.648296,0.447388,0.79621393624,0,0,-6.71082,94.8, 0.8, -0.4,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-89.9,0,95,4.157,4.146,4.145,4.133,0,0,0,32,1347.5379673338,63.648296,14,Waypoint,
11400,2023-05-24 09:08:14,37.1814909416058,128.192822407498,64.632548,,,1348.5222193338,64.960632,0,0.57819555656,4.448162872,17,5,16.581,1348.5222193338,64.632548,0.447388,0.79621393624,0,0,-6.71082,94.6, 0.7, 0,0,0,1024,1024,1024,1024,0,0,0,0,94.3,-90,0,95,4.157,4.146,4.145,4.133,0,0,0,32,1348.5222193338,64.632548,14,Waypoint,
